city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop
huambo,3227,2.788376500315856,194.65913374507426,162.0417394141324,51358.47812762348,26326.094962075153,1061,4,4482,784,1.0,0.0006317119393556538,0.00015792798483891344,0.007394151469311962,0.8759481668773704,0.8300529602402972,0.0,0.0
huanan,11526,2.962566844919786,16.43716946374679,13.712291103446521,14633.844789101458,7871.2461573726605,31,1,99,56,0.0,0.0053475935828877,0.0,0.0020882550405758554,0.6989247311827957,0.8392370572207084,0.0,0.0
huancayo,616,3.238755230125523,3079.0711225367318,2866.4992667967485,660595.7848087217,377270.46584889025,264,4,2128,1411,17.0,0.0010460251046025104,0.00444560669456067,0.008161442257634885,0.6261780104712041,0.9072691552062868,0.0,0.0
huangbu,12364,2.904580152671756,52.76656644495761,42.29381279939351,30079.0035893047,16671.547929700082,52,1,130,78,1.0,0.003816793893129771,0.003816793893129771,0.0031650670152202757,0.6973180076628352,0.8529980657640233,0.0,0.0
huangchuan,11521,2.865284974093264,9.766570967602469,7.590599197618499,11986.518671621869,7577.952601503333,43,8,76,64,2.0,0.04145077720207254,0.010362694300518135,0.0012888139423919004,0.6432432432432432,0.6493150684931507,0.0,0.0
huangdao,11788,3.010965837199494,26.528784558629226,22.456039902643973,14902.800805224615,10226.301191877441,364,6,1252,739,9.0,0.0025305778152678194,0.003795866722901729,0.0025941720335501696,0.6832980972515856,0.7049735449735449,1.0,0.00042176296921130323
huanggang,11693,3.1700879765395893,25.90564610187081,22.487012452063812,19884.201384507498,12789.802694467806,45,0,150,144,2.0,0.0,0.005865102639296188,0.002025492239460131,0.5718475073313783,0.6602658788774003,0.0,0.0
huanghua,11078,3.0670103092783507,65.10991184296479,55.65666862865118,23906.256589771427,14668.064813785773,169,1,581,409,4.0,0.000859106529209622,0.003436426116838488,0.004438889019754759,0.6448839208942391,0.8707453683757002,0.0,0.0
huangjiazhai,10091,2.5606060606060606,21.719114972768313,16.782952478957334,31580.04137395957,19378.869803972546,15,0,50,1,0.0,0.0,0.0,0.001120762727262662,0.9848484848484849,0.5433070866141733,0.0,0.0
huangmei,11904,3.2041884816753927,29.113134604799793,25.607364469143274,28184.781065513456,15902.177298382465,23,5,76,84,3.0,0.02617801047120419,0.015706806282722512,0.001830764055671868,0.532258064516129,0.8337874659400545,0.0,0.0
huangpi,11568,2.7044776119402987,30.448669196325927,22.268429710745824,23460.693162469117,14485.679968563096,90,1,163,80,1.0,0.0029850746268656717,0.0029850746268656717,0.0021019841155131,0.7574850299401198,0.6440422322775264,0.0,0.0
huangqiao,12245,2.9621087314662273,53.70514207334524,44.7690311188018,36252.09313348172,20220.939234767193,101,0,330,173,3.0,0.0,0.004942339373970346,0.0026559172870173338,0.7100494233937397,0.7584780810587263,0.0,0.0
huangshan,12258,2.91412213740458,35.07878572135768,30.057967154369464,23656.24902475033,13671.007800189975,75,0,346,101,2.0,0.0,0.003816793893129771,0.0025659253680529845,0.8034351145038168,0.7871524448705657,0.0,0.0
huangshi,11739,3.034943473792395,17.636930097114607,15.117368654669663,17088.2616605113,11995.734785709288,139,8,513,306,7.0,0.008221993833504625,0.007194244604316547,0.001470266758325281,0.6756476683937824,0.6207792207792208,0.0,0.0
huangyan,12597,3.0550786838340485,36.665018756384555,32.075334720356445,23795.668457243304,15176.140130184302,175,10,783,423,7.0,0.00715307582260372,0.005007153075822604,0.002415964694702598,0.6902017291066282,0.7260916636593288,0.0,0.0
huanren,11724,2.764705882352941,6.894675632337417,5.002019576401656,8944.024683144102,4520.480288990763,14,0,21,16,0.0,0.0,0.0,0.0015252086485431206,0.6862745098039216,0.7731958762886598,0.0,0.0
huantai,11353,3.417525773195876,10.736398454798396,9.79558003350163,10335.343998450822,7598.445544263535,17,4,56,115,2.0,0.020618556701030927,0.010309278350515464,0.0014129730077362818,0.38421052631578945,0.608,0.0,0.0
huanuco,549,3.0257222002374355,500.33951729098345,440.7422894696198,113960.38098464452,62410.87373202276,301,5,1569,633,18.0,0.0019786307874950534,0.007123070834982192,0.008016864488058936,0.7414750198255353,0.8708076999404644,1.0,0.0003957261574990107
huaral,522,3.0567246111619397,461.52744575435327,407.9007434571869,101717.74813524523,56261.56459626535,127,1,650,313,2.0,0.0009149130832570906,0.0018298261665141812,0.00820324584050031,0.7115384615384616,0.8806792106470858,0.0,0.0
huaraz,498,3.049666419570052,508.63544181398504,449.43917467922176,123376.92556832722,67540.9413243023,157,3,812,371,5.0,0.002223869532987398,0.0037064492216456633,0.007530772178192457,0.7199108469539376,0.8541123930033495,1.0,0.0007412898443291327
