city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient
nashville,530,2.868221507352941,61.57869843056006,51.30614901406498,26666.516322198884,14817.744305576201,1452,51,5439,1723.0,32.0,7.0,0.005859375,0.003676470588235294,0.0008042279411764705,0.004155740385355875,0.7963712007396279,0.8153863938500665
nasiriyah,5533,3.021415270018622,465.4753293778487,445.2498339983022,106497.07345468545,58735.898036991544,280,0,5474,684.0,4.0,2.0,0.0,0.0006207324643078833,0.00031036623215394165,0.00792488656740542,0.8929236499068901,0.884266087091516
nassarawan eggon,2743,2.619047619047619,29.19036172123092,22.24027559712832,29364.90896418608,14682.454482093037,10,0,28,4.0,0.0,0.0,0.0,0.0,0.0,0.0019881118485217827,0.9047619047619048,0.8734177215189873
nassau,669,2.6378149945218343,106.29113450650419,81.55253425432518,31175.939228862335,16624.086193930598,1487,19,4206,675.0,2.0,0.0,0.0029738613241508845,0.0003130380341211457,0.0,0.006393803140007223,0.8937205651491366,0.7232037691401649
nasugbu,12835,2.808314087759815,254.83959750373904,210.11024551693959,80556.97791538524,40278.488957692694,76,0,288,69.0,0.0,0.0,0.0,0.0,0.0,0.0063269403619240746,0.8406466512702079,0.9012775842044135
nasuhlar,3639,2.8470675575352637,627.8579319016676,527.6430429938291,169634.94130403904,96810.91727713593,215,0,914,212.0,6.0,0.0,0.0,0.004454342984409799,0.0,0.006485404224652981,0.838158871566444,0.7950911119375232
natal,1442,3.0681549262443797,296.140362283336,272.6163940874443,61815.739069828705,36941.0420236605,1007,15,8770,2877.0,8.0,0.0,0.0011832452472982566,0.0006310641318924035,0.0,0.008016567645646271,0.772152898436266,0.7730953039219558
nathdwara,6715,2.642857142857143,58.46811590448703,45.41719717580688,47424.59500600085,27305.149913394063,25,0,77,10.0,0.0,0.0,0.0,0.0,0.0,0.0021412852919663523,0.9107142857142857,0.730593607305936
natitingou,2041,2.782287822878229,342.7802638003452,282.48804027826725,96722.92766698443,51467.80773037712,143,1,559,110.0,0.0,0.0,0.0012300123001230013,0.0,0.0,0.006660090625892947,0.8645320197044335,0.7640518838789376
nattalin,10194,2.85,152.27755692338303,122.77378026947756,91416.72483679162,45708.362418395875,31,0,91,38.0,0.0,0.0,0.0,0.0,0.0,0.0033315032275603273,0.7625,0.873015873015873
naugachia,9340,2.732142857142857,29.969490150843857,23.547456547091603,44566.910070725746,22981.719805666784,12,0,36,7.0,1.0,0.0,0.0,0.017857142857142856,0.0,0.0013040577643564362,0.8571428571428571,0.794392523364486
navapur,6919,2.710526315789474,49.31612515947079,39.58267940431209,58881.50869794626,30220.778091622902,15,0,53,8.0,0.0,0.0,0.0,0.0,0.0,0.0016318615295064511,0.8947368421052632,0.7414965986394558
navarre,450,2.7458657587548636,66.19114667354695,51.96133790423384,23779.822902977507,12938.500868394696,884,25,2483,695.0,22.0,3.0,0.006079766536964981,0.005350194552529183,0.0007295719844357977,0.005115828127757386,0.8238316613653046,0.7516219855551475
navoiy,5961,2.7725752508361206,19.657234660853433,15.745510706603334,12796.76239844792,7563.974744862654,119,1,380,95.0,1.0,2.0,0.0016722408026755853,0.0016722408026755853,0.0033444816053511705,0.0025987969716853364,0.8358458961474037,0.6812447434819175
navojoa,68,3.39111623882319,190.22626410739244,180.9536253320393,53783.46509267683,29386.68884278392,169,5,1618,1662.0,2.0,11.0,0.001442169022209403,0.0005768676088837611,0.0031727718488606866,0.00647321190642081,0.5161756210283074,1.0274606156959099
navrongo,1844,3.0052539404553413,305.5019729226376,284.1007839263057,128068.89139608265,64739.43136027486,40,0,450,79.0,2.0,0.0,0.0,0.0035026269702276708,0.0,0.00471894742514063,0.8581436077057794,0.9050131926121372
navsari,6780,2.532905296950241,50.25027320777123,37.18358900286122,26443.609483019016,14024.127422510835,162,1,426,34.0,0.0,0.0,0.0016051364365971107,0.0,0.0,0.003583130108124373,0.9453376205787781,0.6747376916868443
nawa,6768,1.5,1.7959850610909103,0.44899626527272757,8514.073720383485,4257.036860191743,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0004218861898719892,1.0,1.0
nawabganj,7476,1.5,3.708108822548533,0.9270272056371333,12994.607563127338,6497.303781563669,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0005707150145988901,1.0,1.0
nawada,9087,2.440944881889764,27.840050709066844,19.071530800699335,23747.636471975267,11873.818235987628,40,0,78,9.0,0.0,0.0,0.0,0.0,0.0,0.002344658656192676,0.9291338582677166,0.714859437751004
