city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,7way_int_count,8way_int_count,6way_int_prop,7way_int_prop,8way_int_prop
hingoli,7633,2.8930232558139535,70.55963582785279,61.69865830528523,43396.174348652996,21873.85762676855,27,0,157,31,0.0,0.0032257518098455615,0.8558139534883721,0.8894117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hinthada,10203,2.727810650887574,456.57901988320816,344.1903380658031,153964.2373040421,77059.49798928756,208,0,451,186,0.0,0.005925019391466573,0.7798816568047338,0.8456973293768546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hiriyur,7823,2.6346153846153846,71.14594776927247,56.09584343346483,43269.75777641452,24561.36848385868,33,1,112,10,0.00641025641025641,0.0028966605755712835,0.9354838709677419,0.7672131147540984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hirosaki,12831,2.906425702811245,177.0345028052983,152.1856840380486,42387.90292781034,22279.675043772357,699,3,3362,897,0.0006024096385542169,0.007946009197058878,0.8159533855736387,0.8941602171072469,19.0,0.003815261044176707,0.0,0.0,0.0,0.0,0.0,0.0
hisar,6735,2.8542743538767397,230.875878488781,197.736239469119,62139.16391279553,33771.89137360959,722,0,3612,686,0.0,0.006836332497184171,0.8616302186878728,0.8481352560914968,7.0,0.0013916500994035786,2.0,0.0,1.0,0.00039761431411530816,0.0,0.00019880715705765408
hisor,6039,2.559674502712477,119.52554588198383,89.5901243545792,47408.85113744131,24415.72695541948,277,0,763,65,0.0,0.004895432607852503,0.9403254972875226,0.7281377435432714,1.0,0.0009041591320072332,0.0,0.0,0.0,0.0,0.0,0.0
hit,5111,2.926900584795322,160.9133492515752,148.36649940739778,42475.84840889201,22097.717400231424,80,0,861,85,0.0,0.007281899136328441,0.9171539961013645,0.8793356130923302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hitachi,12984,2.91886457717327,196.20075290792292,171.8351951842897,45100.88721955945,22939.12536512984,1050,6,6007,1364,0.0007096392667060911,0.008553105220226533,0.8352467747662445,0.931569289054638,28.0,0.0033116499112950917,0.0,0.0,0.0,0.0,0.0,0.0
ho,1985,2.622354856212697,211.2931921304491,164.74678084180974,65365.242311896225,32765.610655763674,406,2,1319,115,0.0010851871947911015,0.006448626712631749,0.9369907658881043,0.774544465596954,0.0,0.0,1.0,0.0,0.0,0.0005425935973955507,0.0,0.0
hoan lao,11465,2.8340807174887894,374.7488658575274,315.30159621757207,94287.15662910012,47143.57831455018,283,0,1231,270,0.0,0.007949096764720267,0.8486547085201793,0.8888577041818692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoa binh,11098,2.8445497630331755,204.3108582606862,173.13166567303645,59520.85264909217,32577.39113809286,161,2,735,154,0.0018957345971563982,0.0062715537101982605,0.8509021842355176,0.7815326035221323,3.0,0.002843601895734597,0.0,0.0,0.0,0.0,0.0,0.0
hobart,12943,2.653700516351119,136.96750825288385,107.26371128237892,35611.48401561226,19924.91369182367,630,41,1949,277,0.014113597246127367,0.006874183264798254,0.9004888268156425,0.6257207758168792,6.0,0.002065404475043029,2.0,0.0,0.0,0.0006884681583476765,0.0,0.0
hodal,7111,2.9207920792079207,43.62847269495093,37.14899655213643,44150.57937930724,24593.566602253497,15,0,65,20,0.0,0.0017739790816250812,0.7920792079207921,0.8324873096446701,1.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.0,0.0
hodeidah,5538,3.0153401511783016,400.18120367181166,365.12753665387174,92623.41166591825,54656.33758417361,394,1,3248,852,0.00022232103156958648,0.007321771296064463,0.8098732488325551,0.8512626543553232,3.0,0.0006669630947087594,0.0,0.0,0.0,0.0,0.0,0.0
hoeryong,12111,2.4304123711340204,119.55886459074148,81.6574719498621,43237.51122230455,21618.75561115229,123,0,240,25,0.0,0.005530330549139731,0.9355670103092784,0.7094682230869002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hofu,12762,2.7162620725659097,149.37639912969735,115.76573453825931,36239.26253224299,19142.573422117286,862,1,2336,626,0.00026102845210127906,0.007803360386075792,0.8349869451697128,0.8061397779229262,6.0,0.0015661707126076742,0.0,0.0,0.0,0.0,0.0,0.0
hofuf,5817,3.0698546377480387,100.54886535937676,98.51306403605297,26314.164467091072,16255.22645451976,351,32,15029,1905,0.0018458698661744347,0.006185633011062678,0.8888118354137772,0.7895269196312459,17.0,0.0009806183664051685,2.0,0.0,0.0,0.00011536686663590217,0.0,0.0
hohhot,10265,2.9536993950674733,26.457700035641764,21.87161661857496,14870.605584266073,10151.178560044362,745,14,2257,1263,0.003257328990228013,0.002606367317759618,0.7007469654528478,0.6621511152633422,16.0,0.0037226617031177293,2.0,1.0,0.0,0.00046533271288971617,0.00023266635644485808,0.0
hohoe,1987,2.630674846625767,222.52948532605782,172.5627419951761,76135.46594579553,38067.73297289773,183,0,567,65,0.0,0.005845619582455499,0.9202453987730062,0.788923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoi an,11864,2.6996699669966997,308.44834434694405,244.65484738629993,80306.62654622007,40991.27512772621,376,0,1239,200,0.0,0.0075247316260799064,0.8883388338833883,0.8041861746075462,3.0,0.0016501650165016502,0.0,0.0,0.0,0.0,0.0,0.0
