city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop
sonchon,11917,2.59375,18.49028038413503,14.445531550105493,19395.380764580965,9697.69038229048,7,0,24,1,0.0,0.0019066684597294644,0.96875,0.7627118644067796,0.0,0.0,0.0,0.0
song,10895,2.4,6.73364874927145,4.424969178092667,12774.629368941196,6387.314684470602,12,0,20,3,0.0,0.001054222170334411,0.9142857142857143,0.7692307692307693,0.0,0.0,0.0,0.0
songadh,6886,2.7132616487455197,263.1708023884562,206.57493090706777,98329.70672887428,57024.25223548272,60,0,180,38,0.0,0.004615068011794129,0.8602150537634409,0.7649186256781193,1.0,0.0035842293906810036,0.0,0.0
songea,4647,2.7875605815831985,137.5120602184818,116.629776437323,56599.61109754635,28305.327191155644,188,0,937,113,0.0,0.00485816889837787,0.9087237479806138,0.8733306353702954,0.0,0.0,0.0,0.0
songhor,5542,2.868694955964772,356.61992362248526,302.65581988777774,67213.45528438746,37881.09081638234,189,4,843,208,0.0032025620496397116,0.009414193623702587,0.8289156626506025,0.819718309859155,5.0,0.0040032025620496394,0.0,0.0
songkhla,10952,2.487877962408063,170.45460566172213,118.03203693601134,45639.26050522109,24298.0255799088,1129,7,2153,379,0.0019068373740125306,0.007015162820581815,0.8957423580786026,0.6744503618735491,3.0,0.0008172160174339417,0.0,0.0
songnim,12151,2.423791821561338,102.68422538515776,68.32890834179642,58398.834906633754,29382.971995530475,90,0,155,23,0.0,0.0034946847922932146,0.9107806691449815,0.7129455909943715,1.0,0.0037174721189591076,0.0,0.0
songyang,12461,3.1531531531531534,49.00917385603548,44.593932968104355,27433.371183937645,16610.613287174834,20,0,128,74,0.0,0.0029504734719142368,0.6666666666666666,0.7494305239179955,0.0,0.0,0.0,0.0
songyuan,10996,2.8870056497175143,18.769555168192966,15.664019405901152,12657.749367439092,7655.5535245120855,205,6,759,262,0.004842615012106538,0.002451756768219998,0.7818329278183292,0.7037789516456725,7.0,0.005649717514124294,0.0,0.0
songzi,11260,2.9642857142857144,9.479014212644838,7.899178510537365,11524.51235590967,6011.1466541362515,14,0,45,25,0.0,0.0015769061641712498,0.7023809523809523,0.8466257668711656,0.0,0.0,0.0,0.0
sonsonate,308,2.764887063655031,178.73142799778518,138.26912833298886,51469.592007884086,27505.282784199822,441,9,1070,423,0.004620123203285421,0.006498076365913822,0.7792676637441981,0.7973147430932094,5.0,0.002566735112936345,0.0,0.0
son la,10863,2.32295719844358,326.7101537190642,208.4843004277297,78077.43216560285,39222.80994475915,186,1,302,25,0.0019455252918287938,0.00832959581884108,0.9512670565302144,0.6170421155729677,0.0,0.0,0.0,0.0
sopore,6403,2.537313432835821,66.76073037329068,47.66251148540902,38683.260010931815,19341.630005465908,115,0,245,40,0.0,0.0034516599870033824,0.8955223880597015,0.7296620775969962,2.0,0.004975124378109453,0.0,0.0
sopron,3047,2.796828543111992,133.10546967349123,113.31773880032603,36529.187937042545,19951.50943638338,150,12,741,105,0.011892963330029732,0.006671448598809339,0.8936810431293881,0.7068878833584716,1.0,0.0009910802775024777,0.0,0.0
soran,5224,2.811747537395111,344.4337208073806,295.92900857401725,70757.87337563904,37550.34946507807,386,2,2100,249,0.0007296607077708865,0.009172583630085919,0.9076305220883534,0.8344600767403618,3.0,0.0010944910616563297,1.0,0.00036483035388544326
sora myeon,12659,2.9927536231884058,11.653756945362774,10.724834290297625,12466.069237217125,7031.110241851413,11,0,106,21,0.0,0.0016574561547898783,0.8478260869565217,0.7011070110701108,0.0,0.0,0.0,0.0
sorocaba,1286,2.9415314730694355,167.7901180069102,144.5651782464469,40604.1175081461,23817.916352766908,2133,31,9883,3331,0.002011680726800779,0.007044701791784493,0.7813251836920476,0.7371638539329496,31.0,0.002011680726800779,1.0,6.489292667099286e-05
sorong,13034,2.662249283667622,332.31113263742367,254.94643485292315,82295.28839760457,43004.610412684895,650,4,1779,357,0.0014326647564469914,0.007727337358680111,0.8712338593974175,0.7765212708669897,2.0,0.0007163323782234957,0.0,0.0
sorriso,1062,3.4485514485514486,171.22775155791632,166.18157905945623,48534.2562652603,29096.211040129234,59,1,926,1015,0.0004995004995004995,0.0058848814136576244,0.49225387306346824,0.9081811358518889,1.0,0.0004995004995004995,0.0,0.0
sorsogon city,12963,2.6728232189973613,408.6244924138435,319.1368067400994,130572.9263684271,66584.00902006672,166,2,506,82,0.002638522427440633,0.006136976406612803,0.8888888888888888,0.8321167883211679,2.0,0.002638522427440633,0.0,0.0
