city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop
salinas,7,2.8429423459244534,73.52913192932674,60.12919072285567,26032.262955855298,14611.7273209158,550,14,1834,600,20.0,0.004638833664678595,0.0066269052352551355,0.005032199842935356,0.7936085219707057,0.8017657837747793,0.0,0.0
salina cruz,228,2.860887801468018,398.29025050691695,324.0893754561701,91944.0766043487,47042.61500084126,533,1,1680,627,18.0,0.0003495281370150297,0.006291506466270535,0.008466583979223823,0.7737762237762238,0.894663167104112,2.0,0.0006990562740300594
salka,2287,2.9977037887485647,805.3018117091947,692.504083777482,165145.96816410607,82572.98408205275,122,0,521,215,12.0,0.0,0.013777267508610792,0.009752606384056154,0.7382319173363949,0.9602763385146805,1.0,0.001148105625717566
salmas,5170,2.951555023923445,243.62264996230107,203.84454981893492,57634.785957839915,31675.49886900452,273,1,935,460,3.0,0.0005980861244019139,0.0017942583732057417,0.007691201675143736,0.7229204069419509,0.8387773449205873,0.0,0.0
salta,969,3.2944732297063903,301.42401672867123,285.3181350057986,75469.37377644933,45060.96563657924,495,18,5076,3619,51.0,0.0019430051813471502,0.005505181347150259,0.006689248942414665,0.6025308241401687,0.8819711148374534,5.0,0.0005397236614853195
salto,1290,3.033008252063016,185.07088102975484,164.86997090985287,48305.444026044075,27885.79602170097,291,10,1693,665,6.0,0.0037509377344336083,0.002250562640660165,0.006636743698681976,0.7469879518072289,0.7770868664028642,1.0,0.00037509377344336085
salubindza,4070,2.879079721776351,203.23729134638054,170.61493318484273,52229.9266557436,26140.063160538397,600,0,2391,746,1.0,0.0,0.00026752273943285177,0.007774934976178326,0.8001605136436597,0.907107482264757,0.0,0.0
salzburg,2885,2.709540866167372,117.56999871942735,94.67619890366129,32362.30019861053,17699.348548267215,598,56,2069,337,10.0,0.01823510257245197,0.0032562683165092803,0.0066426172917498465,0.8845771144278607,0.7098755186721992,1.0,0.00032562683165092806
samalut,3905,2.663322514015934,358.3637385466707,282.7573434269098,72897.5849511482,38273.744164127915,715,2,2383,287,2.0,0.0005901445854234287,0.0005901445854234287,0.009363174321537824,0.9146737525834071,0.7998227212291328,0.0,0.0
samammiya,2846,2.8157894736842106,30.571543932174986,24.13542942013815,29680.03587636845,14840.017938184215,8,0,21,9,0.0,0.0,0.0,0.002060074594216807,0.7631578947368421,0.8873239436619719,0.0,0.0
samana,6739,2.696673189823875,143.42635809864476,112.27112179933053,50954.27220556181,25942.592806992383,111,0,335,63,2.0,0.0,0.003913894324853229,0.005528605377485115,0.87279843444227,0.816125860373648,0.0,0.0
samandag,4326,2.8086785009861934,225.2841889011817,193.88363134230562,67471.21117834334,34667.973235643294,212,0,1178,129,2.0,0.0,0.0013149243918474688,0.006498337453126897,0.9138724523339908,0.8455712874547251,0.0,0.0
samara,4756,2.9204594711746856,38.56036130417908,32.618355043392064,17751.491407016765,9912.918563093543,711,19,2828,1039,16.0,0.00411790203727785,0.0034677069787602947,0.0038899100258668402,0.7701849836779108,0.7899836690255851,1.0,0.00021673168617251842
samarinda,12763,2.438793825535479,663.9956882077751,451.3375023171313,113894.13319675114,60419.2562582511,5353,7,10025,1326,2.0,0.0004188105779585976,0.00011966016513102789,0.010989802412820946,0.9204525049380499,0.6512915681403215,1.0,5.983008256551394e-05
samarkand,5991,2.786401282393802,58.59401428067704,48.37958886840299,23586.90458344553,12547.609435183342,1305,6,5163,1007,5.0,0.0008014961261020571,0.0006679134384183809,0.004669735265777412,0.8647058823529412,0.8159812771648278,0.0,0.0
samarlakota,8943,2.801169590643275,551.9978906004516,451.9280975676212,117221.86208456654,59466.36636982189,310,0,1121,278,1.0,0.0,0.0005847953216374269,0.009282522614002872,0.8368421052631579,0.8837481698389458,0.0,0.0
samarra,5247,3.081130355515041,260.0737818761183,251.30192232332305,57856.78650664966,32737.31016760887,74,2,1794,321,2.0,0.0009115770282588879,0.0009115770282588879,0.007944262388833702,0.8521897810218978,0.871203471112126,1.0,0.00045578851412944393
samaru,2623,3.0242057488653553,190.69262935254503,174.24863559597154,58666.71752980484,30970.324445662933,57,0,474,130,0.0,0.0,0.0,0.00615726934624508,0.8033282904689864,0.9134396355353075,0.0,0.0
samastipur,9054,2.4723926380368098,45.472652385815564,32.63987931987988,46552.63680712527,23276.31840356259,92,0,222,12,0.0,0.0,0.0,0.00195360157897031,0.9631901840490797,0.7187017001545595,0.0,0.0
samba,3703,2.634453781512605,99.0904917458416,70.77892267560115,36720.595540401344,18360.297770200665,68,0,122,47,1.0,0.0,0.004201680672268907,0.005396998076287661,0.7983193277310925,0.8174097664543525,0.0,0.0
