city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,7way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,7way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,8way_int_count,8way_int_prop
unnamed,11332,2.8460946517891497,37.954334175503625,29.455133525198466,20980.036607937556,12485.716543286913,582,6,1252,751.0,6.0,1.0,1.0,0.002308580223162755,0.002308580223162755,0.00038476337052712584,0.00038476337052712584,0.0030398202653343274,0.7072888546085615,0.7467670333912372,0.0,0.0
unnamed,11335,3.4308681672025725,6.476189749913214,5.9555957185697075,7515.289564174172,5632.93105899649,25,3,99,182.0,1.0,1.0,0.0,0.00964630225080386,0.003215434083601286,0.003215434083601286,0.0,0.001149701582015625,0.4025974025974026,0.6333878887070377,0.0,0.0
unnamed,11336,3.3125,18.639226584398862,16.988878397238548,16910.441036916396,11143.950116546255,17,3,75,97.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0016725870440431898,0.48677248677248675,0.7533512064343163,0.0,0.0
unnamed,11346,3.0147783251231526,11.411431732240944,9.556371401384041,15608.734802648585,8495.77179974459,33,1,100,68.0,1.0,0.0,0.0,0.0049261083743842365,0.0049261083743842365,0.0,0.0,0.0013431895301830032,0.6584158415841584,0.7919799498746867,0.0,0.0
unnamed,11359,3.201492537313433,13.996236503604326,12.011695506824609,12832.17202038819,9222.589628395395,19,2,50,59.0,4.0,0.0,0.0,0.014925373134328358,0.029850746268656716,0.0,0.0,0.0015176037390313203,0.5227272727272727,0.6138996138996139,0.0,0.0
unnamed,11363,3.1484375,8.137046626473074,6.992774444625298,10074.140567220118,6488.29166647421,18,4,47,59.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0012541123372301806,0.5241935483870968,0.6707818930041153,0.0,0.0
unnamed,11388,3.196759259259259,7.206693228070469,6.122352811809866,8507.741428705356,5777.87976524028,65,5,151,202.0,9.0,0.0,0.0,0.011574074074074073,0.020833333333333332,0.0,0.0,0.0012472902727097108,0.5058548009367682,0.6101295641931684,0.0,0.0
unnamed,11390,2.418181818181818,5.3595884491328505,3.6055413203257354,8330.419240558214,4165.209620279106,18,1,31,5.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.001286751193274568,0.9074074074074074,0.7184466019417476,0.0,0.0
unnamed,11400,2.8296943231441047,49.73005934605198,38.43764412336769,25695.77834938957,18842.309050358122,52,0,114,61.0,2.0,0.0,0.0,0.0,0.008733624454148471,0.0,0.0,0.00263927628047831,0.7248908296943232,0.5827814569536424,0.0,0.0
unnamed,11403,3.4076923076923076,12.984541033675468,11.586205845433495,14026.593899899844,9052.156700772191,14,3,33,76.0,4.0,0.0,0.0,0.023076923076923078,0.03076923076923077,0.0,0.0,0.001434414080853,0.3700787401574803,0.7349397590361446,0.0,0.0
unnamed,11404,3.0,8.173667223984657,6.7755399356714925,10799.394151123985,7340.113145164484,26,3,69,53.0,1.0,0.0,0.0,0.019736842105263157,0.006578947368421052,0.0,0.0,0.0011135614754616285,0.6375838926174496,0.5802047781569966,0.0,0.0
unnamed,11416,2.7846153846153845,6.617153303628677,4.581106133281391,8741.854956088448,5803.47392782203,20,1,17,27.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0011402055709953038,0.578125,0.3983739837398374,0.0,0.0
unnamed,11422,2.90990990990991,68.07792069547365,53.511698925045735,34808.95612974888,26295.431431741417,95,2,197,148.0,2.0,0.0,0.0,0.0045045045045045045,0.0045045045045045045,0.0,0.0,0.0025889638233239356,0.6606334841628959,0.5142207053469852,0.0,0.0
unnamed,11435,2.8802083333333335,7.580751906753933,6.15936092423757,10005.816516404904,5397.968957187559,36,0,110,43.0,3.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0014043711564254056,0.7604166666666666,0.8258575197889182,0.0,0.0
unnamed,11450,2.2941176470588234,11.486983192332575,7.432753830332842,21310.762709722847,11989.781960758846,6,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009580643943257791,1.0,0.3793103448275862,0.0,0.0
unnamed,11459,2.226086956521739,4.209722860407168,2.1597708588175903,6890.915813114226,4265.057910305503,56,0,36,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000987025955787228,0.8,0.39555555555555555,0.0,0.0
unnamed,11460,3.334862385321101,15.100783037104996,13.99246868575784,14690.451676266443,9225.472961375337,16,0,99,101.0,2.0,0.0,0.0,0.0,0.009174311926605505,0.0,0.0,0.00163685732973562,0.5275229357798165,0.777262180974478,0.0,0.0
unnamed,11479,3.190562613430127,17.294679852043437,14.626716535485011,14444.307349939261,8648.443866466494,85,4,224,219.0,4.0,11.0,1.0,0.007259528130671506,0.007259528130671506,0.019963702359346643,0.0018148820326678765,0.0019997447077273506,0.5648994515539305,0.8071625344352618,3.0,0.0054446460980036296
unnamed,11487,2.3333333333333335,4.325268318836854,2.162634159418427,10017.485065744217,6792.1843836074,9,0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000636800780802664,0.6666666666666666,0.5483870967741935,0.0,0.0
unnamed,11490,2.959537572254335,15.279039255762417,12.9827674600987,15973.896841809734,8323.061981382816,26,0,102,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018357473835877783,0.7398843930635838,0.8621700879765396,0.0,0.0
