city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
sandila,7766,2.5508982035928143,137.13591456822704,103.46781578201562,69296.41669291486,34648.2083464574,41,0,119,7,0.0,0.00395795110664787,0.9580838323353293,0.7720364741641338,0.0,0.0,0.0,0.0,0.0,0.0
sandoa,3504,3.1348837209302327,193.01985763722595,163.39355390686103,65595.52637029173,32797.76318514587,66,0,174,190,0.0,0.0058851530986309694,0.5581395348837209,1.0467836257309941,0.0,0.0,0.0,0.0,0.0,0.0
sanford,580,2.8924626380766734,75.6003450590739,61.79677328415527,29137.23408794282,16936.246974994046,562,27,1681,796,0.008771929824561403,0.00446381923756166,0.7351687971156998,0.7887485648679678,12.0,0.003898635477582846,0.0,0.0,0.0,0.0
sangamner,7075,2.823529411764706,61.149091082377986,52.81918393802928,40137.851245385405,23170.622112157867,44,0,248,31,0.0,0.0026390785187546785,0.9040247678018576,0.8221528861154446,0.0,0.0,0.0,0.0,0.0,0.0
sangareddy,7964,2.697098372257608,383.0563651887227,297.93272848011765,88455.57429046935,47431.82185433962,314,2,897,199,0.0014154281670205238,0.00807593615874732,0.8582565556343019,0.7912673056443025,0.0,0.0,1.0,0.0007077140835102619,0.0,0.0
sangaredi,1501,2.934900542495479,173.49684041195079,148.08410248542634,65877.05525727272,32938.527628636395,81,0,350,118,0.0,0.005267291919299834,0.779385171790235,0.9482288828337875,4.0,0.007233273056057866,0.0,0.0,0.0,0.0
sangasumi,2994,2.857142857142857,87.1629719296328,73.8217007159135,54064.256408284295,27048.1568520873,30,0,135,30,0.0,0.0032225105912496383,0.8418367346938775,0.9043927648578811,1.0,0.00510204081632653,0.0,0.0,0.0,0.0
sangatta,12784,2.6817599316531395,608.0512853281657,485.9734963045699,138720.53945585253,73619.72729327533,470,0,1676,195,0.0,0.00825935259045312,0.916702263989748,0.7524053880692751,0.0,0.0,0.0,0.0,0.0,0.0
sanggau,12483,2.5146198830409356,365.36472663081025,266.5453195742314,94469.61926611472,47718.64761141091,185,0,461,38,0.0,0.007656644622582325,0.9444444444444444,0.7116654438738078,0.0,0.0,0.0,0.0,0.0,0.0
sangla hill,6429,2.644675925925926,214.7668952057685,163.06375376734275,65509.395502246036,33614.12526535376,208,0,548,107,0.0,0.0063891859005811985,0.875,0.7869994196169472,1.0,0.0011574074074074073,0.0,0.0,0.0,0.0
sangli,7288,2.6889272437599576,342.84176988680275,270.92328921485,87221.5360527948,44019.37824546233,1580,1,5144,797,0.0001327668613913967,0.007788428268455703,0.8928429159474174,0.8311084545394168,9.0,0.0011949017525225705,1.0,0.0001327668613913967,0.0,0.0
sangole,7385,2.445945945945946,134.8406334172833,92.01962145368657,76752.56223845227,38376.2811192261,47,0,89,12,0.0,0.0035136451340442576,0.918918918918919,0.738831615120275,0.0,0.0,0.0,0.0,0.0,0.0
sangrur,6689,2.957894736842105,30.85225430270632,27.496395062762826,18412.23706246499,10096.06831525646,31,6,194,52,0.021052631578947368,0.0030558682191249233,0.8064516129032258,0.6853526220614828,2.0,0.007017543859649123,0.0,0.0,0.0,0.0
sangyuan wangjia,11567,2.897196261682243,19.81930173993491,16.11475935863867,14700.028890238615,8970.51316440708,80,4,224,120,0.009345794392523364,0.0022093832734757374,0.7169811320754716,0.7224199288256228,0.0,0.0,0.0,0.0,0.0,0.0
sangzhi,11117,2.604651162790698,29.757045465008716,21.452753707331865,48742.48751939059,24371.243759695284,12,0,24,7,0.0,0.001220990022438673,0.8372093023255814,0.8395061728395061,0.0,0.0,0.0,0.0,0.0,0.0
sanhe,10816,2.972027972027972,54.883588430427785,48.83871767672682,25378.660780835384,15015.431414448636,126,0,799,218,0.0,0.0036551456242286794,0.8085664335664335,0.7954445904511608,1.0,0.0008741258741258741,0.0,0.0,0.0,0.0
sankarankovil,8251,2.8665105386416863,401.88839508828113,349.1817203226049,117218.96137447325,58609.48068723655,56,0,316,55,0.0,0.0068570543600772905,0.8711943793911007,0.9234393404004712,0.0,0.0,0.0,0.0,0.0,0.0
sankari,8245,2.7586206896551726,73.72920788171429,61.652872107985225,50453.941874299875,26612.810552359402,19,1,85,11,0.008620689655172414,0.0027704404890515296,0.9043478260869565,0.8222222222222222,0.0,0.0,0.0,0.0,0.0,0.0
sankt gallen,2572,2.691270860077022,160.72878133589668,126.89114315991843,52107.931191590054,29483.277711374856,328,20,1029,171,0.012836970474967908,0.005451523501197643,0.8823146944083224,0.6870726147834582,7.0,0.004492939666238768,2.0,0.0012836970474967907,1.0,0.0006418485237483953
sanlurfa,4531,3.0997835071836253,537.7133726546492,505.38284021103664,102474.10800955353,57901.38335332731,611,3,7348,2164,0.000295217476874631,0.009286710291071991,0.7834432522886111,0.9319155220794565,33.0,0.0032473922456209407,3.0,0.000295217476874631,0.0,0.0
