city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop,8way_int_count,8way_int_prop
thatta,6235,2.7705314009661834,407.68900587063524,343.67986243683987,173609.1547752468,91849.51858985517,65,0,315,33,1.0,0.0,0.0024154589371980675,0.004438662413584656,0.9178743961352657,0.8347509113001215,0.0,0.0,0.0,0.0,0.0,0.0
thazi,10172,3.1012145748987856,295.7918793307927,247.89036041082628,78632.14081162243,39316.07040581115,80,0,204,210,0.0,0.0,0.0,0.007523434470375577,0.5748987854251012,1.0467955239064088,0.0,0.0,0.0,0.0,0.0,0.0
theni,8195,2.5628019323671496,255.1122753438051,189.17746021871537,90543.5244451855,45271.76222259258,214,0,550,62,2.0,0.0,0.0024154589371980675,0.0056351302184674615,0.9227053140096618,0.7795275590551181,0.0,0.0,0.0,0.0,0.0,0.0
thessaloniki,3384,3.0830156986885457,207.92034997723252,190.2029947462764,36839.97885273687,23932.019646359815,1319,117,10126,3807,99.0,0.007558627818334517,0.0063957620001292076,0.00868795668103416,0.7450201796641063,0.6846251505582864,9.0,2.0,0.0005814329091026552,0.00012920731313392338,0.0,0.0
thies,1454,3.1616234390009605,356.55042128150933,345.29048362576526,75272.58287391975,38083.04093745653,263,0,6198,1862,5.0,0.0,0.0006003842459173872,0.009362446183514317,0.7758165225744477,1.043781154285028,0.0,0.0,0.0,0.0,0.0,0.0
thika,4876,2.942058623040218,660.0686698239969,597.0764313949855,216721.60215858056,112048.01013586052,140,0,1132,195,0.0,0.0,0.0,0.005890945042430026,0.8670756646216768,0.900990099009901,0.0,0.0,0.0,0.0,0.0,0.0
thionville,2256,2.699052132701422,96.8033514312785,78.4520051883821,23152.386581433242,13342.065411989566,560,44,2081,264,4.0,0.014895057549085985,0.0013540961408259986,0.007255499687798577,0.9075601374570447,0.6479793637145314,1.0,0.0,0.00033852403520649965,0.0,0.0,0.0
thiruvallur,8655,2.621301775147929,110.55907938847088,85.69964141946559,63753.40771612561,32061.47424755041,76,0,238,24,0.0,0.0,0.0,0.003448346714652958,0.9289940828402367,0.7660208643815202,0.0,0.0,0.0,0.0,0.0,0.0
thiruvarur,8685,2.409363745498199,325.0216712108904,216.94123552611654,94830.73411773324,47526.00591843869,277,0,494,62,0.0,0.0,0.0,0.006838817294444505,0.9255702280912365,0.6658639373871162,0.0,0.0,0.0,0.0,0.0,0.0
thoi lai,11655,2.683937823834197,74.19857557181898,58.82063244812593,61932.112038769425,31644.875143703764,40,0,135,17,1.0,0.0,0.0051813471502590676,0.002344726444167435,0.9067357512953368,0.7427821522309711,0.0,0.0,0.0,0.0,0.0,0.0
thongwa,10277,2.701117318435754,290.64358774547236,215.9530568164683,110790.18728032454,55395.093640162304,92,0,190,75,1.0,0.0,0.002793296089385475,0.005246738811084006,0.7877094972067039,0.8509142053445851,0.0,0.0,0.0,0.0,0.0,0.0
thoothukudi,8398,2.9562886597938145,266.10094853790906,236.69267876134842,93935.36355732239,49046.2768312357,268,1,1726,429,1.0,0.0004123711340206186,0.0004123711340206186,0.005425507617092752,0.8226072607260726,0.956225480074334,0.0,0.0,0.0,0.0,0.0,0.0
thorneside,13079,2.5107675317504143,113.32947581558253,82.41574801166327,29814.527007670684,16364.624430002157,988,14,2408,208,2.0,0.003865267807840972,0.0005521811154058532,0.006925272028107741,0.9412416851441242,0.5834142282623769,2.0,0.0,0.0005521811154058532,0.0,0.0,0.0
thoubal,10092,2.6458333333333335,6.019848343779372,4.765713272158669,15427.292850705388,7713.646425352693,10,0,35,3,0.0,0.0,0.0,0.0007804153848682693,0.9375,0.8021978021978022,0.0,0.0,0.0,0.0,0.0,0.0
thousand oaks,12,2.5892477277122414,72.7295986676332,51.04152263872382,24217.57189194054,14484.033441498683,1542,14,2673,914,26.0,0.002707406691162251,0.0050280409978727516,0.005021363625083412,0.8173356602675974,0.6407993015811427,1.0,0.0,0.00019338619222587506,0.0,1.0,0.00019338619222587506
tho tang,11091,2.732142857142857,28.16011632299106,21.371516852270002,22111.473440289767,11280.704243719914,27,0,61,24,0.0,0.0,0.0,0.002496308361126309,0.7857142857142857,0.7488584474885844,0.0,0.0,0.0,0.0,0.0,0.0
tho xuan,11173,2.8360655737704916,440.5150704191093,378.561699859735,130589.58886753552,65294.79443376795,163,0,861,134,1.0,0.0,0.0008628127696289905,0.006746557275189029,0.8835202761000863,0.8906182447038478,0.0,0.0,0.0,0.0,0.0,0.0
thrissur,7864,2.4446076794657765,349.7451219655352,244.20267080278035,79298.67247905779,40626.32360533426,4519,11,9718,722,5.0,0.0007345575959933222,0.000333889816360601,0.008608830209771023,0.9514167334937182,0.6921097483541089,0.0,0.0,0.0,0.0,0.0,0.0
thul,6208,2.4204545454545454,74.35804314585744,48.16373249220311,74908.74219330675,37454.371096653354,31,0,46,11,0.0,0.0,0.0,0.0019852968016462443,0.875,0.7309941520467836,0.0,0.0,0.0,0.0,0.0,0.0
thun,2402,2.5691489361702127,122.67409878435109,92.73059831275712,35148.0364054367,18758.46381488966,413,25,1134,118,2.0,0.014775413711583925,0.001182033096926714,0.006539666573708328,0.9280143971205759,0.6728747371583058,0.0,0.0,0.0,0.0,0.0,0.0
