city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
nepalgunj,7897,2.720327421555252,654.3825829696982,535.6474076150326,201766.39155234597,105974.73194892438,133,1,537,62,0.001364256480218281,0.006174892551604515,0.9153005464480874,0.7875257025359835,0.0,0.0,0.0,0.0,0.0,0.0
netanya,4314,2.846965699208443,152.28735656854394,130.79032866243023,37696.311077513295,25232.453083695586,428,26,2171,396,0.008575197889182058,0.006035376586787245,0.864604125083167,0.5402030963875478,11.0,0.0036279683377308707,0.0,0.0,0.0,0.0
netrokona,9893,2.6595174262734584,189.33514930102973,153.29548281209378,100385.14794516347,50192.57397258174,142,0,574,30,0.0,0.0037721745333175417,0.9597855227882037,0.7995965030262273,0.0,0.0,0.0,0.0,0.0,0.0
neuquen,1036,3.280324342214132,279.64057836185714,269.2286753118128,66680.02825506378,39436.40381802689,225,22,3668,2092,0.0036405758729108058,0.0070909249142547285,0.6465703371532968,0.8753011547727839,34.0,0.005626344530862155,2.0,0.00033096144299189144,0.0,0.0
neuwied,2358,2.781138790035587,98.9513766166091,81.69651023150645,28477.783622103696,16222.956766638148,294,11,1158,216,0.006524317912218268,0.006099466209519747,0.8668656716417911,0.7144992526158446,7.0,0.004151838671411625,0.0,0.0,0.0,0.0
nevinnomyssk,4545,2.9546413502109705,45.32782349856583,39.11198272344604,23054.954356649294,11962.574007321842,130,4,599,209,0.004219409282700422,0.0037891363071879324,0.7722457627118644,0.8985661178969729,6.0,0.006329113924050633,0.0,0.0,0.0,0.0
nevsehir,4148,3.144544166273028,356.0945231568925,338.0963587838233,87246.04073925967,49928.045387599595,107,10,1508,467,0.004723665564478035,0.007132154291089755,0.7664926435690556,0.9239724400095034,15.0,0.007085498346717053,7.0,0.0033065658951346244,3.0,0.0014170996693434106
newcastle,13047,2.8070724456266625,85.13118464993003,70.212247580939,26780.61889812499,15070.62116568896,1120,70,4146,1035,0.01095290251916758,0.0056488172394477554,0.8330960291093181,0.726675635039962,18.0,0.002816460647785949,2.0,0.00031294007197621654,0.0,0.0
newmarket,893,2.899221934049648,63.128700786204085,54.380966775814926,24875.662270997054,13283.128976620399,374,31,1800,482,0.01148573545757688,0.004752547453037364,0.8148425787106447,0.7840930407053086,11.0,0.004075583549462764,1.0,0.0003705075954057058,0.0,0.0
newport,1752,2.4444710961861356,136.98739776192372,96.0127551595925,28572.861950797756,15976.639927960634,1247,24,2705,186,0.005756776205325018,0.008574230775657828,0.953437876960193,0.6054315027157514,5.0,0.0011993283761093788,2.0,0.0004797313504437515,0.0,0.0
newport news,850,2.7155329210622043,64.67845753002851,48.30297319357894,21933.274817303667,12847.201511992835,2784,38,5745,2383,0.0034558021098581304,0.005034439404538904,0.7783354626756708,0.7036191867098718,43.0,0.0039105129137868315,3.0,0.0002728264823572208,0.0,0.0
new bedford,1020,2.9320477502295685,84.15939013109269,69.97826240927864,26953.334534534086,14992.60397977757,734,11,2435,1169,0.0025252525252525255,0.005613393793673812,0.7293440736478711,0.8290155440414507,7.0,0.0016069788797061523,0.0,0.0,0.0,0.0
new bussa,2239,2.9467353951890036,234.73857398576055,219.81533130968987,80754.53714729418,40461.3076047847,37,0,502,43,0.0,0.005801556792939679,0.9261168384879725,0.911993097497843,0.0,0.0,0.0,0.0,0.0,0.0
new halfa,4612,3.376887721602101,386.6499014716959,364.8167487950276,131412.72031043857,65706.36015521915,86,0,693,742,0.0,0.005884512557967096,0.5114904793171372,1.1779020059191057,2.0,0.0013131976362442547,0.0,0.0,0.0,0.0
new tafo akim,1921,2.644,220.74810183023249,171.3005270202604,67934.12548073732,33967.06274036866,224,0,685,90,0.0,0.006498886981118951,0.909,0.7954887218045112,1.0,0.001,0.0,0.0,0.0,0.0
neyshabur,5910,2.5709646867812204,495.43813024001525,361.97617417075935,77642.18036285746,43439.76194315506,1991,7,4589,790,0.0009470978216750102,0.011405175997242844,0.8911159263271939,0.660909029330082,14.0,0.0018941956433500204,0.0,0.0,0.0,0.0
neyveli,8617,3.0564057717533886,564.6840181335498,516.7834061886837,176953.19794682763,99083.70295171873,194,5,1573,508,0.0021862702229995625,0.005699060504518161,0.7743207712532866,0.8890107479710463,7.0,0.003060778312199388,0.0,0.0,0.0,0.0
ngabang,12422,2.4276807980049875,356.48074531443854,243.13586993391257,80408.17517386557,40218.74174585047,255,0,496,51,0.0,0.008863547934122482,0.9364089775561097,0.6948092557848655,0.0,0.0,0.0,0.0,0.0,0.0
ngai giao,11930,2.959028831562974,243.04902315101526,202.4793834748215,95061.6175534878,49612.07794721833,110,0,358,189,0.0,0.0048989889802558174,0.7101669195751138,0.8492003046458492,2.0,0.0030349013657056147,0.0,0.0,0.0,0.0
nganjuk,12535,2.5706816810778204,274.5791560591328,202.85618728358213,72464.31361372652,37382.68294875171,1299,0,3211,463,0.0,0.007345089608350372,0.9068972451236678,0.744190725279147,0.0,0.0,0.0,0.0,0.0,0.0
