city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient
balkesir,3550,3.1615384615384614,307.6029894931964,298.17838681641655,60874.30877793075,32735.61983239949,235,8,5741,1657.0,27.0,2.0,0.0010430247718383311,0.0035202086049543678,0.0002607561929595828,0.009396583631776902,0.7799530148786218,0.9982374828644167
ballarat,13012,2.910423886963476,114.92522092946234,100.95403971276417,31384.07998756082,17794.8691802066,456,22,2680,588.0,5.0,0.0,0.005865102639296188,0.0013329778725673154,0.0,0.0064583346899394324,0.8409761330115313,0.667516436334362
ballari,7819,2.754832146490336,377.9890895664166,308.51805309812306,73840.4347815382,38166.788087771856,1626,9,6121,1090.0,1.0,0.0,0.001017293997965412,0.00011303266644060134,0.0,0.009903612761366197,0.8765557818510975,0.8390017542866844
ballarpur,8112,2.902919212491514,858.0711072071031,766.6134263981993,148663.75528994465,77933.58189343555,157,0,1145,171.0,0.0,0.0,0.0,0.0,0.0,0.011010287046480273,0.8839103869653768,0.917035022101326
ballia,8706,2.574430823117338,70.77354440605713,52.057598337204894,35200.53862391043,17600.269311955206,151,0,362,57.0,1.0,0.0,0.0,0.0017513134851138354,0.0,0.004021162582892031,0.8984238178633975,0.7897977132805629
balneario camboriu,1275,2.921003717472119,175.850674619785,146.76013550982057,44940.15200787658,27442.744854232602,534,2,1884,801.0,7.0,0.0,0.0006195786864931846,0.0021685254027261464,0.0,0.00640791129144878,0.749535027898326,0.683573755234993
balod,8484,2.142857142857143,8.39102641367216,4.794872236384092,13630.112396087698,6815.056198043849,6,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0012312483081329056,1.0,0.7391304347826086
balombo,3171,3.1092150170648463,151.234162378327,141.94332646430007,61322.89063832953,31506.20631612685,18,0,207,68.0,0.0,0.0,0.0,0.0,0.0,0.004800138768243763,0.7679180887372014,0.9586919104991394
balotra,6546,2.8666666666666667,37.26726003677388,33.363070890064236,18191.65640434239,9311.48780225717,33,0,258,24.0,0.0,0.0,0.0,0.0,0.0,0.0040022884450044635,0.9238095238095239,0.8784
balrampur,8096,2.6533333333333333,56.633991884828276,43.041833832469486,64824.65351149578,32412.326755747898,18,0,47,10.0,0.0,0.0,0.0,0.0,0.0,0.0017472979435141905,0.8666666666666667,0.8551724137931035
balsas,1258,3.3494475138121547,474.0688914144284,444.3850197604863,130668.32269958883,70941.6843588351,136,3,999,1034.0,0.0,0.0,0.0013812154696132596,0.0,0.0,0.006682515303929173,0.5232826187183034,0.9965381952457881
balti,3468,2.8273092369477912,70.74947634716125,57.79294573900641,28981.70757658963,14700.427006313614,228,0,777,239.0,1.0,0.0,0.0,0.0008032128514056225,0.0,0.004812749746437665,0.8072289156626506,0.8631790744466801
balurghat,9629,2.4734375,68.4437428499311,48.33839338776383,28408.556354253626,14204.278177126798,188,0,413,39.0,0.0,0.0,0.0,0.0,0.0,0.004818530163690142,0.9390625,0.7239215686274509
balyana,4159,2.595996556177357,492.0532684223282,378.5188078651315,160092.40059178503,80385.0255711671,1072,3,3303,266.0,2.0,0.0,0.0006457167455876022,0.00043047783039173483,0.0,0.00612120559676503,0.9422786991169503,0.7678051934058829
bam,5945,3.0182748538011697,273.4754648822744,257.48274763769695,75159.74669288287,42066.63871551563,160,13,2190,364.0,8.0,1.0,0.004751461988304093,0.0029239766081871343,0.0003654970760233918,0.006501005861954147,0.8630187293426368,0.8476383017827606
bamaur,7364,2.1333333333333333,22.925930064814462,12.736627813785812,19409.523909822263,14951.743913276001,20,0,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0015333281654495163,0.9777777777777777,0.4588235294117647
bamban,12801,2.608695652173913,286.3214330767492,216.19342990287873,91127.25776175066,47104.83906092389,169,0,455,65.0,0.0,1.0,0.0,0.0,0.0014492753623188406,0.006078386823621883,0.9043478260869565,0.7687272727272727
bambari,3433,2.7195571955719555,107.80050403685786,84.33102160816925,52641.23998708648,26375.25177739538,59,0,170,42.0,0.0,0.0,0.0,0.0,0.0,0.004087183885359043,0.8450184501845018,0.770949720670391
bamberg,2716,2.746268656716418,80.41598846942863,66.1931606580446,25155.360139567118,14290.081562910877,237,46,882,171.0,3.0,1.0,0.034328358208955224,0.002238805970149254,0.0007462686567164179,0.0056273988441146415,0.8647604327666152,0.7212543554006968
bambey,1460,3.426027397260274,357.7393305638152,350.388522401545,108126.61955267619,54196.542194171634,15,0,374,341.0,0.0,0.0,0.0,0.0,0.0,0.006600777763314335,0.5328767123287671,1.1883161512027491
