city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,7way_int_count,8way_int_count,9way_int_count,7way_int_prop,8way_int_prop,9way_int_prop,10way_int_count,10way_int_prop,11way_int_count,11way_int_prop,12way_int_count,13way_int_count,14way_int_count,15way_int_count,16way_int_count,17way_int_count,18way_int_count,19way_int_count,20way_int_count,21way_int_count,22way_int_count,23way_int_count,24way_int_count,25way_int_count,26way_int_count,27way_int_count,28way_int_count,12way_int_prop,13way_int_prop,14way_int_prop,15way_int_prop,16way_int_prop,17way_int_prop,18way_int_prop,19way_int_prop,20way_int_prop,21way_int_prop,22way_int_prop,23way_int_prop,24way_int_prop,25way_int_prop,26way_int_prop,27way_int_prop,28way_int_prop
abington,920,2.9838854073410923,81.5909677136243,72.46037598201907,35243.05670981466,18597.16268717273,250,6,1519,448.0,11.0,0.0,0.0026857654431512,0.004923903312444,0.0,0.0043872804193889,0.7939856373429084,0.891260390923388,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abohar,6555,2.8628808864265927,312.5954304113034,250.682485052832,60660.41963049433,30540.55311558287,715,0,1966,923.0,6.0,0.0,0.0,0.0016620498614958,0.0,0.0102354213831119,0.7426592797783933,0.9247401247401248,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aboisso,1704,2.560574948665298,324.1188831198921,239.59506760402695,98252.06581417136,49126.03290708573,127,0,320,40.0,0.0,0.0,0.0,0.0,0.0,0.0065977011360333,0.917864476386037,0.7719298245614035,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abu dhabi,5909,3.0023563073297987,123.82753188473151,117.3251015307744,30040.92280862568,21343.304875305486,624,121,9820,1246.0,66.0,5.0,0.0101826138180594,0.0055541529916687,0.0004207691660355,0.005801703747764,0.8879442271722496,0.5296143543518007,1.0,,,8.415383320710259e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abu huminus,3793,2.7914951989026062,276.0084556060199,235.11831403475767,77115.18216807269,40319.97776666585,216,2,1110,130.0,0.0,0.0,0.0013717421124828,0.0,0.0,0.0068454515824214,0.9107142857142856,0.8348813209494325,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abu kabir,4004,2.943650126156434,384.9305836665892,349.80445387026884,81096.86797277357,41785.61245610796,217,0,1862,298.0,1.0,0.0,0.0,0.0004205214465937,0.0,0.0092120364173415,0.8742640874684608,0.9320143127762576,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abu kamal,4747,3.256347256347256,1021.13864847463,964.2693379944704,265988.960006737,139656.93047709347,68,0,708,441.0,4.0,0.0,0.0,0.0032760032760032,0.0,0.0073117649441831,0.6355446355446356,1.045137464095199,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abu manna gharb,4209,2.463570127504554,338.4868994463567,238.91379514656325,94810.45428389248,47405.22714194616,323,0,719,55.0,1.0,0.0,0.0,0.0009107468123861,0.0,0.0071402864167873,0.9489981785063752,0.6996805111821086,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abu qurqas,3948,2.729126213592233,409.3466034608703,330.45796192011034,93730.56416843554,47212.66931015826,397,0,1428,234.0,1.0,0.0,0.0,0.0004854368932038,0.0,0.0086702702779144,0.8859223300970874,0.8383961117861483,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abu road,6629,2.967432950191571,221.93337640051263,195.14831373148525,83025.71657690662,49416.3467127104,63,0,353,103.0,3.0,0.0,0.0,0.0057471264367816,0.0,0.0044910923442146,0.7969348659003831,0.9432146294513956,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abu sir bana,3912,2.832558139534884,509.2855042250631,438.65309602809873,107289.69690931932,53644.84845465998,328,0,1777,260.0,0.0,0.0,0.0,0.0,0.0,0.0094936516533457,0.8900634249471459,0.9108994708994708,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abu tig,4049,2.5943396226415096,514.6560422349913,391.8183264939981,119198.82174443694,61958.45628084634,253,0,731,76.0,0.0,0.0,0.0,0.0,0.0,0.0083064697400165,0.9283018867924528,0.7073286052009456,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abu zabad,4005,2.125,11.287223407071176,4.938160240593639,16005.38155443174,8002.690777215869,9,0,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0014104285322639,0.75,0.7037037037037037,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abyuha,3958,2.698089171974522,387.6145074516004,315.52314683002885,106819.3831881733,55607.49226837696,146,0,584,55.0,0.0,0.0,0.0,0.0,0.0,0.0069705446449709,0.929936305732484,0.8115015974440895,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab pakhsh,5828,2.927689594356261,196.29442549712476,177.25352002562232,59049.26795994984,33220.3354257802,55,0,444,67.0,1.0,0.0,0.0,0.001763668430335,0.0,0.0059088634410594,0.8800705467372134,0.804251550044287,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
