country,country_iso,core_city,uc_id,cc_avg_dir,cc_avg_undir,cc_wt_avg_dir,cc_wt_avg_undir,circuity,elev_iqr,elev_mean,elev_median,elev_range,elev_std,grade_mean,grade_median,intersect_count,intersect_count_clean,intersect_count_clean_topo,k_avg,length_mean,length_median,length_total,street_segment_count,node_count,orientation_entropy,orientation_order,pagerank_max,prop_4way,prop_3way,prop_deadend,self_loop_proportion,straightness,uc_names,world_region,world_subregion,resident_pop,area,built_up_area
honduras,HND,siguatepeque,343,0.0390534199509763,0.0419799498746867,0.0050482014722078,0.0051944911217236,1.037143383644181,16.0,1092.1156015037593,1088.0,144.0,17.365550748228834,0.0268233256351039,0.017,949,880,887,3.255639097744361,106.7092297921478,97.392,184820.386,1732,1064,2.8702038421755045,0.5438938556100485,0.0022786180135576,0.5347744360902256,0.3486842105263157,0.1080827067669173,0.0011547344110854,0.9641868383581916,Siguatepeque,Latin America and the Caribbean,Central America,59252,14.0,5.45100069046
india,IND,jalesar,7318,0.0,0.0,0.0,0.0,1.00682624506868,2.0,172.0909090909091,172.0,9.0,2.4271195048676715,0.0045,0.003,6,6,6,1.818181818181818,1093.4286,1065.391,10934.286,10,11,2.718473401330013,0.6323993282242147,0.2105360145539236,0.0909090909090909,0.4545454545454545,0.4545454545454545,0.0,0.9932200366228888,Jalesar,Asia,South-Central Asia,84017,7.0,1.18753504753
china,CHN,bazhou,10847,0.0155893795645348,0.0192546583850931,0.0016614874856549,0.001885814975207,1.0228305137973466,1.0,10.180124223602483,10.0,8.0,1.3869399714739097,0.0060474137931034,0.001,126,85,85,2.881987577639752,572.106099137931,396.291,132728.615,232,161,2.7248549438002168,0.6288690550138928,0.0178482868306458,0.3478260869565217,0.4285714285714285,0.217391304347826,0.0,0.977679084179268,Bazhou,Asia,Eastern Asia,105714,33.0,16.5792388916
south_korea,KOR,asan_si,12488,0.0530978866604191,0.0630699088145897,0.0019327291472501,0.002307660749076,1.0475175251211657,12.0,29.13652482269504,28.0,87.0,11.452729714070514,0.0324343786295005,0.018,1033,953,967,3.0531914893617023,121.1028193960511,77.08850000000001,208539.055,1722,1128,3.3977668542577883,0.1619319204835315,0.0028320917455297,0.2473404255319149,0.6551418439716312,0.0842198581560283,0.0005807200929152,0.9546379664477028,Asan-si,Asia,Eastern Asia,56229,22.0,9.72784614563
albania,ALB,tirana,3274,0.0160596698941277,0.0224166269020731,0.0001626534063672,0.0001975103075878,1.0595424363726929,49.0,108.86591379036106,102.0,303.0,40.5497946371688,0.0315495943470295,0.014,8777,7168,7246,2.4310481946874503,89.44920707929862,60.508500000000005,1367141.681,15284,12574,3.493409182675323,0.0803395554876268,0.0003133923706549,0.0528869094957849,0.638301256561158,0.3019723238428503,0.0012431300706621,0.9438036322768398,Tirana; Kamëz,Europe,Southern Europe,719251,106.0,56.3840904236
morocco,MAR,souk_el_arba_du_gharb,1629,0.0305231127220655,0.0357766143106457,0.0008149876663687,0.0008697503725087,1.0485003861906532,18.0,37.518324607329845,38.0,57.0,11.642027914902496,0.0176211111111111,0.008,553,456,456,3.141361256544503,96.88522,65.4485,87196.698,900,573,3.3794468542294296,0.1771282403453562,0.0042054912933227,0.2513089005235602,0.7137870855148342,0.0349040139616055,0.0011111111111111,0.9537430917246852,Souk El Arba Du Gharb,Africa,Northern Africa,91072,10.0,1.89761185646
china,CHN,guiyang,11854,0.0640240711669282,0.064625850340136,0.0029844309672646,0.0029949342784903,1.0370749471353613,32.75,298.3061224489796,306.0,141.0,31.09593010902997,0.0354469696969697,0.025,74,71,72,2.693877551020408,482.067393939394,279.96849999999995,63632.89600000001,132,98,3.1641895663913018,0.345268221035838,0.0265915704850722,0.1938775510204081,0.5612244897959183,0.2448979591836734,0.0,0.964250464985418,Guiyang,Asia,Eastern Asia,130630,22.0,6.36711406708
india,IND,firozpur,6558,0.0448065712771595,0.0479597244303127,0.0019743408663239,0.0020144484249733,1.0786401889310977,2.0,197.92448330683624,198.0,16.0,2.270110499931867,0.0161275014293882,0.008,1062,954,954,2.78060413354531,141.5356809605489,77.096,247545.906,1749,1258,3.303867885977917,0.2383505138525437,0.002405741788672,0.1144674085850556,0.7265500794912559,0.1558028616852146,0.0011435105774728,0.9270932144582636,Firozpur,Asia,South-Central Asia,186205,40.0,14.5996389389
china,CHN,huailai,10584,0.0312855440499671,0.0471153846153846,0.0027290142025327,0.0035833645877324,1.0287125454651511,29.5,548.0673076923077,549.0,132.0,24.69006505708775,0.0164587155963302,0.009,187,125,126,3.144230769230769,342.4840152905199,307.387,111992.273,327,208,2.9111491907802995,0.5183760194024196,0.0155669276942452,0.4375,0.4375,0.1009615384615384,0.0,0.972088854567076,Huailai,Asia,Eastern Asia,96989,27.0,14.3717813492
china,CHN,shancheng,10962,0.0192797754022243,0.0240362811791383,0.001170811880818,0.0014273366612259,1.0368601671497828,28.0,167.29931972789117,161.0,125.0,22.574648381230176,0.0216022544283413,0.013,374,302,309,2.816326530612245,250.06721256038648,143.58,155291.739,621,441,2.790173228239996,0.5917648679568991,0.0074456479069726,0.1904761904761904,0.655328798185941,0.1519274376417233,0.0,0.9644502042632156,Shancheng,Asia,Eastern Asia,188612,26.0,11.4746599197
